"$50,000 to $59,999",,,,  52 ,  71 ,  43 ,  77 ,  109 ,  130 ,  158 ,200
"$60,000 to $74,999",,,,  22 ,  57 ,  203 ,  201 ,  189 ,  218 ,  180 ,196
"$75,000 to $99,999",,,,  11 ,  51 ,  121 ,  98 ,  73 ,  130 ,  203 ,174
"$100,000 to $124,999",,,,  10 ,  11 ,  103 ,  76 ,  90 ,  115 ,  114 ,133
"$125,000 to $149,999",,,, - ,  19 ,  61 ,  67 ,  51 ,  34 ,  49 ,47
"$150,000 to $199,999",,,, - ,  40 ,  136 ,  114 ,  87 ,  61 ,  42 ,80
"$200,000 or more",,,,, - ,  45 ,  64 ,  139 ,  117 ,  66 ,69
Median household income,Oakland,"$21,999","$14,829","$9,712","$15,861","$22,823","$22,304","$25,786","$29,341","$28,740","$28,110"
,,,,,,,,,,,
37. Fuller Park,,,,,,,,,,,
Total,,"  1,915 ","  1,930 ","  1,531 ","  1,266 ","  1,146 ","  1,162 ","  1,106 ","  1,060 ","  1,064 ","1,045"
"Less than $10,000",,,,  864 ,  430 ,  368 ,  361 ,  370 ,  288 ,  252 ,227
"$10,000 to $14,999",,,,  164 ,  125 ,  189 ,  178 ,  134 ,  143 ,  109 ,101
"$15,000 to $19,999",,,,  105 ,  107 ,  123 ,  130 ,  131 ,  106 ,  123 ,111
"$20,000 to $24,999",,,,  78 ,  70 ,  27 ,  33 ,  31 ,  81 ,  114 ,139
"$25,000 to $29,999",,,,  67 ,  98 ,  115 ,  94 ,  80 ,  69 ,  70 ,80
"$30,000 to $34,999",,,,  38 ,  83 ,  25 ,  33 ,  34 ,  35 ,  27 ,17
"$35,000 to $39,999",,,,  14 ,  48 ,  66 ,  73 ,  41 ,  29 ,  68 ,69
"$40,000 to $44,999",,,,  41 ,  52 ,  54 ,  51 ,  53 ,  57 ,  66 ,44
"$45,000 to $49,999",,,,  43 ,  68 ,  54 ,  23 ,  24 ,  24 ,  45 ,57
"$50,000 to $59,999",,,,  37 ,  58 ,  18 ,  54 ,  49 ,  45 ,  39 ,41
"$60,000 to $74,999",,,,  47 ,  35 ,  31 ,  17 ,  28 ,  32 ,  40 ,53
"$75,000 to $99,999",,,,  19 ,  38 ,  63 ,  71 ,  67 ,  70 ,  47 ,41
"$100,000 to $124,999",,,,  14 , - ,  13 ,  33 ,  56 ,  60 ,  41 ,43
"$125,000 to $149,999",,,, - ,  8 , - , - , - ,  10 ,  18 ,17
"$150,000 to $199,999",,,, - ,  8 , - , - , - , - , - ,-
"$200,000 or more",,,,,  38 , - ,  11 ,  8 ,  11 ,  5 ,5
Median household income,Fuller Park,"$34,799","$24,543","$15,924","$27,193","$16,624","$17,261","$17,218","$20,332","$22,387","$22,707"
,,,,,,,,,,,
38. Grand Boulevard,,,,,,,,,,,
Total,,"  23,876 ","  18,601 ","  12,275 ","  10,006 ","  9,878 ","  9,936 ","  9,890 ","  9,831 ","  10,042 ","10,323"
"Less than $10,000",,,,"  7,546 ","  3,864 ","  2,000 ","  2,165 ","  2,183 ","  2,014 ","  2,041 ","2,122"
"$10,000 to $14,999",,,,"  1,363 ","  1,302 ",  987 ,  793 ,  996 ,"  1,048 ","  1,152 ","1,073"
"$15,000 to $19,999",,,,  971 ,  758 ,  738 ,  772 ,  692 ,  837 ,  942 ,898
"$20,000 to $24,999",,,,  607 ,  540 ,  662 ,  733 ,  629 ,  593 ,  499 ,477
"$25,000 to $29,999",,,,  469 ,  484 ,  538 ,  491 ,  408 ,  438 ,  423 ,400
"$30,000 to $34,999",,,,  371 ,  470 ,  454 ,  473 ,  474 ,  490 ,  544 ,519
"$35,000 to $39,999",,,,  247 ,  290 ,  389 ,  412 ,  483 ,  403 ,  393 ,505
"$40,000 to $44,999",,,,  134 ,  387 ,  322 ,  323 ,  294 ,  310 ,  340 ,357
"$45,000 to $49,999",,,,  87 ,  255 ,  206 ,  278 ,  294 ,  282 ,  235 ,282
"$50,000 to $59,999",,,,  257 ,  374 ,  704 ,  663 ,  670 ,  703 ,  605 ,577
"$60,000 to $74,999",,,,  106 ,  403 ,  687 ,  737 ,  719 ,  651 ,  783 ,823
"$75,000 to $99,999",,,,  90 ,  440 ,  866 ,  890 ,  853 ,  779 ,  796 ,889
"$100,000 to $124,999",,,,  11 ,  201 ,  582 ,  510 ,  527 ,  508 ,  545 ,504
"$125,000 to $149,999",,,,  3 ,  55 ,  189 ,  165 ,  114 ,  175 ,  209 ,258
"$150,000 to $199,999",,,,  13 ,  87 ,  308 ,  315 ,  317 ,  327 ,  298 ,334
"$200,000 or more",,,,,  96 ,  246 ,  216 ,  237 ,  273 ,  237 ,305
Median household income,Grand Boulevard,"$25,281","$17,153","$13,693","$20,940","$32,290","$31,821","$31,533","$30,941","$30,258","$31,698"
,,,,,,,,,,,
39. Kenwood,,,,,,,,,,,
Total,,"  10,563 ","  10,006 ","  8,639 ","  8,936 ","  9,116 ","  9,145 ","  9,130 ","  8,928 ","  9,117 ","9,181"
"Less than $10,000",,,,"  2,411 ","  1,781 ","  1,425 ","  1,474 ","  1,512 ","  1,413 ","  1,548 ","1,597"
"$10,000 to $14,999",,,,  798 ,  731 ,  777 ,  725 ,  581 ,  590 ,  600 ,614
"$15,000 to $19,999",,,,  676 ,  376 ,  764 ,  698 ,  596 ,  534 ,  558 ,476
"$20,000 to $24,999",,,,  694 ,  521 ,  396 ,  471 ,  525 ,  572 ,  512 ,611
"$25,000 to $29,999",,,,  536 ,  516 ,  464 ,  441 ,  472 ,  454 ,  381 ,361
"$30,000 to $34,999",,,,  470 ,  403 ,  388 ,  585 ,  527 ,  595 ,  606 ,442
"$35,000 to $39,999",,,,  394 ,  403 ,  527 ,  434 ,  380 ,  368 ,  252 ,299
"$40,000 to $44,999",,,,  376 ,  494 ,  500 ,  475 ,  510 ,  330 ,  359 ,233
"$45,000 to $49,999",,,,  481 ,  377 ,  221 ,  189 ,  195 ,  246 ,  269 ,324
"$50,000 to $59,999",,,,  381 ,  562 ,  537 ,  644 ,  604 ,  645 ,  570 ,529
"$60,000 to $74,999",,,,  472 ,"  1,018 ",  660 ,  508 ,  594 ,  576 ,  565 ,638
"$75,000 to $99,999",,,,  315 ,  657 ,  777 ,  813 ,  721 ,  723 ,  838 ,758
"$100,000 to $124,999",,,,  221 ,  405 ,  524 ,  576 ,  697 ,  655 ,  683 ,583
"$125,000 to $149,999",,,,  164 ,  169 ,  247 ,  234 ,  225 ,  299 ,  387 ,529
"$150,000 to $199,999",,,,  250 ,  169 ,  355 ,  339 ,  388 ,  336 ,  330 ,385
"$200,000 or more",,,,,  354 ,  554 ,  539 ,  603 ,  592 ,  659 ,802
Median household income,Kenwood,"$36,793","$38,622","$43,706","$54,073","$40,845","$38,990","$41,141","$40,561","$42,348","$44,023"
,,,,,,,,,,,
40. Washington Park,,,,,,,,,,,
Total,,"  14,696 ","  11,028 ","  6,442 ","  4,733 ","  4,142 ","  4,180 ","  4,172 ","  4,336 ","  4,351 ","4,334"
"Less than $10,000",,,,"  3,572 ","  1,709 ","  1,182 ","  1,378 ","  1,196 ","  1,228 ","  1,117 ","1,041"
"$10,000 to $14,999",,,,  798 ,  640 ,  404 ,  382 ,  356 ,  364 ,  315 ,305
"$15,000 to $19,999",,,,  466 ,  431 ,  334 ,  382 ,  420 ,  453 ,  504 ,422
"$20,000 to $24,999",,,,  467 ,  380 ,  260 ,  242 ,  251 ,  295 ,  320 ,383
"$25,000 to $29,999",,,,  260 ,  236 ,  275 ,  215 ,  253 ,  267 ,  196 ,208
"$30,000 to $34,999",,,,  250 ,  266 ,  197 ,  154 ,  166 ,  189 ,  280 ,307
"$35,000 to $39,999",,,,  163 ,  166 ,  215 ,  187 ,  228 ,  230 ,  176 ,243
"$40,000 to $44,999",,,,  146 ,  96 ,  127 ,  174 ,  131 ,  152 ,  164 ,208
"$45,000 to $49,999",,,,  79 ,  96 ,  200 ,  138 ,  127 ,  131 ,  138 ,167
"$50,000 to $59,999",,,,  90 ,  185 ,  168 ,  206 ,  235 ,  248 ,  291 ,252
"$60,000 to $74,999",,,,  85 ,  222 ,  242 ,  258 ,  308 ,  334 ,  365 ,320
"$75,000 to $99,999",,,,  66 ,  131 ,  311 ,  268 ,  290 ,  254 ,  212 ,217
"$100,000 to $124,999",,,, - ,  76 ,  140 ,  73 ,  73 ,  92 ,  117 ,109
"$125,000 to $149,999",,,, - ,  9 ,  28 ,  25 ,  42 ,  51 ,  87 ,110
"$150,000 to $199,999",,,, - ,  26 ,  30 ,  55 ,  43 ,  19 ,  35 ,19
"$200,000 or more",,,,,  64 ,  29 ,  43 ,  53 ,  29 ,  34 ,23
Median household income,Washington Park,"$30,170","$20,840","$16,102","$22,390","$24,311","$20,249","$22,922","$22,698","$24,152","$25,337"
,,,,,,,,,,,
41. Hyde Park,,,,,,,,,,,
Total,,"  14,264 ","  14,545 ","  13,668 ","  14,373 ","  12,539 ","  12,558 ","  12,445 ","  12,468 ","  12,529 ","12,602"
"Less than $10,000",,,,"  2,521 ","  2,016 ","  1,730 ","  1,823 ","  1,865 ","  1,844 ","  2,039 ","2,011"
"$10,000 to $14,999",,,,"  1,083 ",  958 ,  578 ,  652 ,  706 ,  738 ,  672 ,675
"$15,000 to $19,999",,,,"  1,273 ","  1,153 ",  586 ,  536 ,  443 ,  392 ,  444 ,426
"$20,000 to $24,999",,,,"  1,337 ",  899 ,  770 ,  761 ,  675 ,  570 ,  601 ,597
"$25,000 to $29,999",,,,"  1,017 ",  900 ,  896 ,  709 ,  681 ,  528 ,  523 ,495
"$30,000 to $34,999",,,,  981 ,"  1,086 ",  404 ,  621 ,  648 ,  616 ,  538 ,545
"$35,000 to $39,999",,,,  841 ,  798 ,  604 ,  522 ,  428 ,  450 ,  457 ,438
"$40,000 to $44,999",,,,  733 ,  701 ,  398 ,  364 ,  480 ,  530 ,  419 ,441
"$45,000 to $49,999",,,,  557 ,  574 ,  509 ,  508 ,  398 ,  438 ,  421 ,394
"$50,000 to $59,999",,,,  797 ,"  1,098 ",  963 ,  947 ,"  1,059 ","  1,039 ","  1,015 ","1,062"
"$60,000 to $74,999",,,,  814 ,"  1,235 ","  1,382 ","  1,377 ","  1,377 ","  1,459 ","  1,297 ","1,133"
"$75,000 to $99,999",,,,  676 ,  929 ,"  1,003 ","  1,062 ",  969 ,"  1,035 ","  1,161 ","1,358"
"$100,000 to $124,999",,,,  415 ,  645 ,  774 ,  778 ,  838 ,  931 ,  738 ,695
"$125,000 to $149,999",,,,  231 ,  450 ,  313 ,  425 ,  526 ,  456 ,  545 ,547
"$150,000 to $199,999",,,,  392 ,  470 ,  785 ,  621 ,  561 ,  530 ,  548 ,515
"$200,000 or more",,,,,  461 ,  844 ,  852 ,  791 ,  912 ,"  1,111 ","1,270"
Median household income,Hyde Park,"$49,303","$47,899","$53,064","$53,155","$51,290","$50,429","$50,545","$52,985","$52,554","$52,295"
,,,,,,,,,,,
42. Woodlawn,,,,,,,,,,,
Total,,"  19,014 ","  14,138 ","  10,441 ","  10,145 ","  10,302 ","  10,250 ","  10,267 ","  10,394 ","  10,381 ","10,481"
"Less than $10,000",,,,"  4,298 ","  3,321 ","  2,146 ","  2,238 ","  2,230 ","  2,377 ","  2,460 ","2,402"
"$10,000 to $14,999",,,,"  1,207 ","  1,205 ",  980 ,"  1,018 ",  943 ,  979 ,"  1,003 ","1,056"
"$15,000 to $19,999",,,,"  1,308 ",  780 ,  872 ,  901 ,  979 ,  994 ,  933 ,903
"$20,000 to $24,999",,,,  821 ,  642 ,  909 ,  936 ,  761 ,  869 ,  751 ,667
"$25,000 to $29,999",,,,  622 ,  806 ,  620 ,  604 ,  680 ,  555 ,  579 ,647
"$30,000 to $34,999",,,,  473 ,  580 ,  681 ,  588 ,  616 ,  533 ,  470 ,442
"$35,000 to $39,999",,,,  531 ,  429 ,  343 ,  430 ,  465 ,  458 ,  404 ,375
"$40,000 to $44,999",,,,  173 ,  337 ,  643 ,  559 ,  481 ,  423 ,  417 ,478
"$45,000 to $49,999",,,,  280 ,  342 ,  236 ,  183 ,  274 ,  286 ,  319 ,274
"$50,000 to $59,999",,,,  315 ,  598 ,  520 ,  486 ,  541 ,  493 ,  463 ,484
"$60,000 to $74,999",,,,  208 ,  442 ,  644 ,  711 ,  648 ,  660 ,  709 ,785
"$75,000 to $99,999",,,,  157 ,  352 ,  698 ,  722 ,  711 ,  913 ,  878 ,836
"$100,000 to $124,999",,,,  27 ,  195 ,  392 ,  366 ,  370 ,  323 ,  444 ,563
"$125,000 to $149,999",,,,  12 ,  15 ,  322 ,  231 ,  206 ,  194 ,  177 ,189
"$150,000 to $199,999",,,,  9 ,  53 ,  173 ,  175 ,  256 ,  242 ,  284 ,276
"$200,000 or more",,,,,  48 ,  123 ,  102 ,  106 ,  95 ,  90 ,104
Median household income,Woodlawn,"$32,793","$23,796","$26,214","$26,977","$28,703","$26,645","$27,486","$25,789","$25,960","$26,476"
,,,,,,,,,,,
43. South Shore,,,,,,,,,,,
Total,,"  32,102 ","  31,393 ","  25,253 ","  25,711 ","  21,700 ","  21,822 ","  21,416 ","  21,268 ","  21,504 ","21,420"
"Less than $10,000",,,,"  7,276 ","  5,576 ","  4,861 ","  4,928 ","  4,861 ","  4,971 ","  5,347 ","5,291"
"$10,000 to $14,999",,,,"  2,399 ","  2,046 ","  1,914 ","  1,882 ","  2,004 ","  1,996 ","  2,010 ","2,020"
"$15,000 to $19,999",,,,"  2,896 ","  1,818 ","  1,329 ","  1,664 ","  1,774 ","  2,126 ","  2,118 ","2,372"
"$20,000 to $24,999",,,,"  2,363 ","  2,113 ","  1,423 ","  1,569 ","  1,566 ","  1,337 ","  1,311 ","1,422"
"$25,000 to $29,999",,,,"  2,003 ","  2,198 ","  1,253 ","  1,226 ","  1,231 ","  1,072 ","  1,084 ",917
"$30,000 to $34,999",,,,"  1,645 ","  1,801 ","  1,283 ","  1,276 ","  1,126 ","  1,231 ","  1,279 ",864
"$35,000 to $39,999",,,,"  1,543 ","  1,697 ","  1,297 ","  1,039 ","  1,097 ","  1,118 ","  1,134 ","1,153"
"$40,000 to $44,999",,,,"  1,011 ","  1,489 ","  1,138 ","  1,050 ","  1,050 ",  926 ,  869 ,855
"$45,000 to $49,999",,,,  857 ,"  1,021 ",  763 ,  680 ,  563 ,  432 ,  551 ,567
"$50,000 to $59,999",,,,"  1,319 ","  1,713 ","  1,477 ","  1,431 ","  1,341 ","  1,299 ","  1,109 ","1,206"
"$60,000 to $74,999",,,,"  1,000 ","  1,585 ","  1,854 ","  1,700 ","  1,803 ","  1,720 ","  1,424 ","1,285"
"$75,000 to $99,999",,,,  593 ,"  1,459 ","  1,549 ","  1,634 ","  1,559 ","  1,469 ","  1,567 ","1,521"
"$100,000 to $124,999",,,,  174 ,  579 ,  831 ,  927 ,  720 ,  768 ,  801 ,968
"$125,000 to $149,999",,,,  54 ,  279 ,  325 ,  393 ,  345 ,  367 ,  352 ,362
"$150,000 to $199,999",,,,  120 ,  192 ,  265 ,  244 ,  186 ,  193 ,  242 ,289
"$200,000 or more",,,,,  145 ,  138 ,  179 ,  190 ,  243 ,  306 ,328
Median household income,South Side,"$49,641","$43,147","$38,505","$40,982","$32,400","$29,977","$27,916","$26,825","$25,468","$23,428"
,,,,,,,,,,,
44. Chatham,,,,,,,,,,,
Total,,"  16,442 ","  16,361 ","  15,349 ","  15,750 ","  14,098 ","  13,692 ","  13,469 ","  13,545 ","  13,517 ","13,650"
"Less than $10,000",,,,"  3,006 ","  2,297 ","  2,367 ","  2,432 ","  2,253 ","  2,439 ","  2,298 ","2,228"
"$10,000 to $14,999",,,,"  1,434 ","  1,178 ","  1,242 ","  1,130 ","  1,095 ","  1,081 ","  1,302 ","1,478"
"$15,000 to $19,999",,,,"  1,823 ","  1,216 ","  1,407 ","  1,250 ","  1,090 ","  1,033 ","  1,046 ","1,072"
"$20,000 to $24,999",,,,"  1,717 ","  1,395 ",  972 ,  930 ,  890 ,"  1,014 ",  896 ,835
"$25,000 to $29,999",,,,"  1,428 ","  1,186 ",  980 ,  819 ,  897 ,  946 ,  953 ,903
"$30,000 to $34,999",,,,"  1,248 ","  1,191 ",  728 ,  729 ,  644 ,  584 ,  560 ,594
"$35,000 to $39,999",,,,  899 ,"  1,144 ",  678 ,  849 ,  795 ,  870 ,  943 ,831
"$40,000 to $44,999",,,,  900 ,  920 ,  626 ,  621 ,  655 ,  523 ,  641 ,785
"$45,000 to $49,999",,,,  633 ,  740 ,  647 ,  523 ,  576 ,  565 ,  460 ,235
"$50,000 to $59,999",,,,  917 ,"  1,197 ","  1,151 ","  1,004 ","  1,017 ","  1,052 ","  1,093 ","1,225"
"$60,000 to $74,999",,,,  581 ,"  1,136 ","  1,082 ","  1,192 ","  1,155 ","  1,082 ",  899 ,918
"$75,000 to $99,999",,,,  566 ,"  1,054 ","  1,064 ","  1,046 ","  1,130 ","  1,184 ","  1,180 ","1,281"
"$100,000 to $124,999",,,,  119 ,  659 ,  471 ,  477 ,  541 ,  591 ,  662 ,528
"$125,000 to $149,999",,,,  46 ,  134 ,  289 ,  281 ,  293 ,  256 ,  269 ,295
"$150,000 to $199,999",,,,  32 ,  121 ,  296 ,  332 ,  332 ,  242 ,  233 ,266
"$200,000 or more",,,,,  182 ,  98 ,  77 ,  106 ,  83 ,  82 ,176
Median household income,Chatham,"$55,208","$49,360","$46,005","$47,765","$32,674","$33,585","$35,173","$33,290","$33,010","$32,450"
,,,,,,,,,,,
45. Avalon Park,,,,,,,,,,,
Total,,"  4,121 ","  4,276 ","  3,935 ","  4,050 ","  3,871 ","  3,940 ","  3,844 ","  3,790 ","  3,890 ","3,898"
"Less than $10,000",,,,  513 ,  300 ,  406 ,  478 ,  422 ,  565 ,  669 ,655
"$10,000 to $14,999",,,,  283 ,  270 ,  248 ,  236 ,  184 ,  223 ,  207 ,171
"$15,000 to $19,999",,,,  296 ,  212 ,  260 ,  223 ,  244 ,  247 ,  193 ,199
"$20,000 to $24,999",,,,  239 ,  278 ,  241 ,  281 ,  296 ,  379 ,  327 ,236
"$25,000 to $29,999",,,,  357 ,  271 ,  137 ,  77 ,  123 ,  117 ,  207 ,226
"$30,000 to $34,999",,,,  299 ,  243 ,  276 ,  255 ,  249 ,  169 ,  280 ,276
"$35,000 to $39,999",,,,  293 ,  251 ,  197 ,  173 ,  199 ,  146 ,  117 ,143
"$40,000 to $44,999",,,,  287 ,  227 ,  156 ,  206 ,  222 ,  185 ,  174 ,157
"$45,000 to $49,999",,,,  201 ,  185 ,  170 ,  228 ,  239 ,  226 ,  209 ,155
"$50,000 to $59,999",,,,  362 ,  379 ,  252 ,  195 ,  222 ,  259 ,  237 ,312
"$60,000 to $74,999",,,,  376 ,  501 ,  357 ,  296 ,  250 ,  274 ,  242 ,295
"$75,000 to $99,999",,,,  320 ,  522 ,  443 ,  509 ,  506 ,  353 ,  491 ,477
"$100,000 to $124,999",,,,  75 ,  254 ,  398 ,  418 ,  318 ,  252 ,  149 ,219
"$125,000 to $149,999",,,,  23 ,  84 ,  165 ,  202 ,  214 ,  241 ,  196 ,178
"$150,000 to $199,999",,,,  11 ,  38 ,  127 ,  120 ,  108 ,  122 ,  145 ,161
"$200,000 or more",,,,,  35 ,  38 ,  43 ,  48 ,  32 ,  47 ,38
Median household income,Avalon Park,"$68,257","$67,266","$66,344","$65,492","$48,633","$48,390","$46,317","$42,784","$38,467","$41,272"
,,,,,,,,,,,
46. South Chicago,,,,,,,,,,,
Total,,"  14,747 ","  14,379 ","  12,594 ","  12,586 ","  10,770 ","  10,555 ","  10,176 ","  10,190 ","  10,225 ","10,406"
"Less than $10,000",,,,"  2,874 ","  2,501 ","  1,703 ","  1,846 ","  1,687 ","  1,824 ","  1,734 ","1,595"
"$10,000 to $14,999",,,,"  1,342 ","  1,117 ","  1,167 ","  1,261 ","  1,081 ","  1,001 ","  1,116 ","1,040"
"$15,000 to $19,999",,,,"  1,400 ","  1,038 ",  900 ,  749 ,  894 ,  782 ,  844 ,960
"$20,000 to $24,999",,,,"  1,138 ",  986 ,  804 ,  827 ,  929 ,"  1,029 ",  890 ,887
"$25,000 to $29,999",,,,  998 ,  941 ,  734 ,  626 ,  550 ,  655 ,  691 ,787
"$30,000 to $34,999",,,,"  1,035 ",  867 ,  688 ,  709 ,  651 ,  519 ,  595 ,533
"$35,000 to $39,999",,,,  791 ,  779 ,  440 ,  444 ,  458 ,  536 ,  524 ,603
"$40,000 to $44,999",,,,  678 ,  589 ,  602 ,  723 ,  720 ,  625 ,  567 ,492
"$45,000 to $49,999",,,,  559 ,  470 ,  531 ,  481 ,  440 ,  493 ,  351 ,350
"$50,000 to $59,999",,,,  681 ,  922 ,  669 ,  526 ,  541 ,  450 ,  694 ,722
"$60,000 to $74,999",,,,  566 ,"  1,049 ",  806 ,  804 ,  721 ,  766 ,  791 ,816
"$75,000 to $99,999",,,,  360 ,  708 ,  801 ,  782 ,  726 ,  734 ,  707 ,814
"$100,000 to $124,999",,,,  116 ,  311 ,  395 ,  398 ,  320 ,  343 ,  361 ,408
"$125,000 to $149,999",,,,  36 ,  121 ,  248 ,  83 ,  124 ,  146 ,  165 ,174
"$150,000 to $199,999",,,,  20 ,  94 ,  204 ,  216 ,  253 ,  203 ,  153 ,182
"$200,000 or more",,,,,  93 ,  78 ,  80 ,  81 ,  84 ,  42 ,43
Median household income,South Chicago,"$51,439","$55,155","$43,766","$41,766","$32,671","$31,377","$30,603","$29,411","$29,394","$29,513"
,,,,,,,,,,,
47. Burnside,,,,,,,,,,,
Total,,"  1,017 ","  1,015 ",  972 ,  958 ,"  1,056 ",  962 ,  901 ,  887 ,  926 ,965
"Less than $10,000",,,,  130 ,  159 ,  162 ,  152 ,  106 ,  137 ,  157 ,160
"$10,000 to $14,999",,,,  113 ,  65 ,  183 ,  186 ,  120 ,  122 ,  108 ,98
"$15,000 to $19,999",,,,  123 ,  70 ,  154 ,  194 ,  167 ,  146 ,  115 ,99
"$20,000 to $24,999",,,,  106 ,  37 ,  11 ,  10 ,  55 ,  53 ,  93 ,127
"$25,000 to $29,999",,,,  54 ,  68 ,  67 ,  14 ,  26 ,  30 ,  49 ,49
"$30,000 to $34,999",,,,  112 ,  83 ,  105 ,  87 ,  83 ,  63 ,  70 ,34
"$35,000 to $39,999",,,,  38 ,  62 ,  45 ,  29 ,  51 ,  104 ,  71 ,76
"$40,000 to $44,999",,,,  42 ,  34 ,  11 ,  9 ,  18 ,  24 ,  36 ,59
"$45,000 to $49,999",,,,  88 ,  26 ,  12 ,  19 , - , - , - ,26
"$50,000 to $59,999",,,,  72 ,  98 ,  72 ,  102 ,  107 ,  38 ,  33 ,20
"$60,000 to $74,999",,,,  27 ,  117 ,  121 ,  81 ,  47 ,  18 ,  16 ,31
"$75,000 to $99,999",,,,  54 ,  66 ,  43 ,  28 ,  40 ,  54 ,  95 ,97
"$100,000 to $124,999",,,,  13 ,  32 , - , - ,  48 ,  74 ,  63 ,89
"$125,000 to $149,999",,,, - ,  4 ,  29 ,  16 , - , - , - ,-
"$150,000 to $199,999",,,, - ,  37 ,  21 ,  14 ,  27 ,  21 ,  10 ,-
"$200,000 or more",,,,, - ,  20 ,  21 ,  6 ,  3 ,  10 ,-
Median household income,Burnside,"$53,243","$63,019","$49,719","$51,382","$28,067","$19,369","$26,425","$24,347","$24,964","$24,925"
,,,,,,,,,,,
48. Calumet Heights,,,,,,,,,,,
Total,,"  5,985 ","  6,167 ","  5,809 ","  5,867 ","  5,586 ","  5,486 ","  5,325 ","  5,369 ","  5,298 ","5,271"
"Less than $10,000",,,,  500 ,  531 ,  352 ,  304 ,  298 ,  313 ,  403 ,333
"$10,000 to $14,999",,,,  287 ,  334 ,  193 ,  226 ,  245 ,  327 ,  378 ,339
"$15,000 to $19,999",,,,  320 ,  217 ,  290 ,  293 ,  278 ,  325 ,  283 ,354
"$20,000 to $24,999",,,,  412 ,  397 ,  261 ,  268 ,  330 ,  372 ,  412 ,411
"$25,000 to $29,999",,,,  526 ,  235 ,  352 ,  254 ,  222 ,  177 ,  189 ,228
"$30,000 to $34,999",,,,  519 ,  358 ,  214 ,  274 ,  279 ,  336 ,  272 ,251
"$35,000 to $39,999",,,,  466 ,  289 ,  148 ,  178 ,  249 ,  303 ,  302 ,271
"$40,000 to $44,999",,,,  405 ,  475 ,  342 ,  232 ,  243 ,  244 ,  233 ,192
"$45,000 to $49,999",,,,  285 ,  339 ,  318 ,  438 ,  376 ,  292 ,  280 ,269
"$50,000 to $59,999",,,,  627 ,  509 ,  575 ,  484 ,  516 ,  559 ,  601 ,563
"$60,000 to $74,999",,,,  680 ,  622 ,  569 ,  565 ,  468 ,  353 ,  303 ,327
"$75,000 to $99,999",,,,  494 ,  775 ,  845 ,  883 ,  823 ,  790 ,  758 ,686
"$100,000 to $124,999",,,,  197 ,  387 ,  488 ,  515 ,  484 ,  485 ,  522 ,497
"$125,000 to $149,999",,,,  71 ,  177 ,  175 ,  209 ,  234 ,  226 ,  173 ,227
"$150,000 to $199,999",,,,  20 ,  137 ,  304 ,  201 ,  165 ,  144 ,  118 ,168
"$200,000 or more",,,,,  85 ,  160 ,  162 ,  115 ,  123 ,  71 ,155
Median household income,Calumet Heights,"$74,885","$78,386","$73,271","$68,420","$59,078","$58,361","$54,443","$51,807","$49,238","$49,743"
,,,,,,,,,,,
49. Roseland,,,,,,,,,,,
Total,,"  18,994 ","  18,058 ","  16,929 ","  16,738 ","  15,524 ","  15,057 ","  14,649 ","  14,332 ","  14,492 ","14,330"
"Less than $10,000",,,,"  2,988 ","  2,106 ","  1,694 ","  1,763 ","  1,977 ","  1,942 ","  2,030 ","1,733"
"$10,000 to $14,999",,,,"  1,432 ","  1,054 ","  1,124 ","  1,143 ","  1,114 ","  1,062 ","  1,151 ","1,141"
"$15,000 to $19,999",,,,"  1,516 ",  966 ,"  1,100 ",  939 ,  930 ,"  1,048 ","  1,104 ","1,210"
"$20,000 to $24,999",,,,"  1,459 ","  1,159 ","  1,336 ","  1,258 ",  973 ,"  1,057 ","  1,047 ",877
"$25,000 to $29,999",,,,"  1,473 ","  1,128 ","  1,091 ",  904 ,  901 ,  826 ,  798 ,732
"$30,000 to $34,999",,,,"  1,253 ","  1,264 ",  884 ,"  1,112 ",  899 ,  840 ,  791 ,928
"$35,000 to $39,999",,,,"  1,236 ","  1,024 ",  898 ,  829 ,  854 ,  872 ,  786 ,738
"$40,000 to $44,999",,,,  977 ,"  1,023 ",  734 ,  725 ,  645 ,  625 ,  648 ,720
"$45,000 to $49,999",,,,  860 ,"  1,028 ",  869 ,  735 ,  736 ,  727 ,  680 ,733
"$50,000 to $59,999",,,,"  1,391 ","  1,319 ","  1,415 ","  1,393 ","  1,355 ","  1,015 ",  961 ,881
"$60,000 to $74,999",,,,"  1,299 ","  1,766 ","  1,384 ","  1,486 ","  1,443 ","  1,325 ","  1,273 ","1,341"
"$75,000 to $99,999",,,,  749 ,"  1,629 ","  1,416 ","  1,290 ","  1,306 ","  1,238 ","  1,399 ","1,416"
"$100,000 to $124,999",,,,  145 ,  776 ,  746 ,  654 ,  781 ,  878 ,  940 ,"1,004"
"$125,000 to $149,999",,,,  68 ,  216 ,  436 ,  474 ,  370 ,  495 ,  423 ,358
"$150,000 to $199,999",,,,  83 ,  180 ,  235 ,  240 ,  287 ,  258 ,  285 ,305
"$200,000 or more",,,,,  100 ,  162 ,  112 ,  78 ,  124 ,  176 ,213
Median household income,Roseland,"$59,011","$58,621","$54,807","$56,473","$40,519","$39,411","$39,442","$38,491","$37,844","$38,569"
,,,,,,,,,,,
50. Pullman,,,,,,,,,,,
Total,,"  3,532 ","  3,384 ","  3,325 ","  3,270 ","  2,984 ","  2,915 ","  2,927 ","  2,894 ","  2,967 ","3,083"
