"Less than $10,000",,,,  648 ,  492 ,  352 ,  359 ,  416 ,  372 ,  424 ,398
"$10,000 to $14,999",,,,  247 ,  292 ,  333 ,  310 ,  386 ,  383 ,  338 ,287
"$15,000 to $19,999",,,,  330 ,  266 ,  128 ,  132 ,  128 ,  182 ,  164 ,200
"$20,000 to $24,999",,,,  418 ,  263 ,  156 ,  175 ,  129 ,  148 ,  160 ,129
"$25,000 to $29,999",,,,  268 ,  264 ,  159 ,  199 ,  196 ,  195 ,  197 ,187
"$30,000 to $34,999",,,,  249 ,  264 ,  189 ,  154 ,  150 ,  139 ,  139 ,169
"$35,000 to $39,999",,,,  227 ,  132 ,  78 ,  101 ,  89 ,  81 ,  142 ,138
"$40,000 to $44,999",,,,  162 ,  174 ,  165 ,  168 ,  138 ,  150 ,  251 ,253
"$45,000 to $49,999",,,,  192 ,  175 ,  168 ,  151 ,  138 ,  145 ,  183 ,220
"$50,000 to $59,999",,,,  214 ,  254 ,  291 ,  308 ,  256 ,  224 ,  135 ,201
"$60,000 to $74,999",,,,  221 ,  351 ,  286 ,  239 ,  280 ,  275 ,  235 ,266
"$75,000 to $99,999",,,,  125 ,  192 ,  475 ,  440 ,  350 ,  337 ,  301 ,325
"$100,000 to $124,999",,,,  12 ,  113 ,  142 ,  110 ,  209 ,  191 ,  192 ,183
"$125,000 to $149,999",,,,  12 ,  31 ,  47 ,  44 ,  43 ,  34 ,  53 ,46
"$150,000 to $199,999",,,, - ,  3 ,  3 ,  6 ,  12 ,  31 ,  40 ,66
"$200,000 or more",,,,,  4 ,  12 ,  19 ,  7 ,  7 ,  13 ,15
Median household income,Pullman,"$55,581","$59,892","$48,698","$45,734","$45,859","$43,026","$39,669","$38,010","$37,951","$40,583"
,,,,,,,,,,,
51. South Deering,,,,,,,,,,,
Total,,"  5,545 ","  5,669 ","  5,487 ","  5,608 ","  5,332 ","  5,050 ","  5,002 ","  5,068 ","  5,012 ","5,009"
"Less than $10,000",,,,  904 ,  918 ,  911 ,  837 ,  825 ,  875 ,  825 ,819
"$10,000 to $14,999",,,,  345 ,  302 ,  455 ,  366 ,  387 ,  351 ,  462 ,379
"$15,000 to $19,999",,,,  587 ,  441 ,  383 ,  466 ,  382 ,  470 ,  403 ,399
"$20,000 to $24,999",,,,  440 ,  332 ,  458 ,  417 ,  368 ,  288 ,  315 ,398
"$25,000 to $29,999",,,,  640 ,  389 ,  356 ,  364 ,  357 ,  267 ,  249 ,313
"$30,000 to $34,999",,,,  423 ,  438 ,  226 ,  253 ,  251 ,  279 ,  309 ,240
"$35,000 to $39,999",,,,  437 ,  320 ,  200 ,  175 ,  257 ,  357 ,  356 ,234
"$40,000 to $44,999",,,,  498 ,  320 ,  353 ,  356 ,  332 ,  317 ,  274 ,283
"$45,000 to $49,999",,,,  223 ,  263 ,  153 ,  142 ,  152 ,  214 ,  176 ,215
"$50,000 to $59,999",,,,  358 ,  419 ,  358 ,  388 ,  319 ,  315 ,  408 ,377
"$60,000 to $74,999",,,,  374 ,  605 ,  625 ,  522 ,  501 ,  515 ,  520 ,459
"$75,000 to $99,999",,,,  192 ,  406 ,  500 ,  455 ,  439 ,  371 ,  393 ,460
"$100,000 to $124,999",,,,  45 ,  262 ,  192 ,  137 ,  212 ,  248 ,  194 ,253
"$125,000 to $149,999",,,,  8 ,  56 ,  103 ,  103 ,  127 ,  89 ,  56 ,69
"$150,000 to $199,999",,,,  13 ,  60 ,  42 ,  50 ,  70 ,  64 ,  47 ,97
"$200,000 or more",,,,,  77 ,  17 ,  19 ,  23 ,  48 ,  25 ,14
Median household income,South Deering,"$62,471","$62,261","$54,676","$51,380","$34,427","$33,111","$34,806","$36,377","$34,819","$33,998"
,,,,,,,,,,,
52. East Side,,,,,,,,,,,
Total,,"  7,757 ","  7,436 ","  7,071 ","  7,320 ","  6,900 ","  6,777 ","  6,719 ","  6,810 ","  6,836 ","6,843"
"Less than $10,000",,,,"  1,082 ",  696 ,  537 ,  540 ,  441 ,  516 ,  507 ,452
"$10,000 to $14,999",,,,  691 ,  534 ,  413 ,  327 ,  335 ,  336 ,  345 ,284
"$15,000 to $19,999",,,,  697 ,  400 ,  613 ,  548 ,  476 ,  443 ,  580 ,546
"$20,000 to $24,999",,,,  710 ,  536 ,  346 ,  412 ,  496 ,  411 ,  356 ,451
"$25,000 to $29,999",,,,  605 ,  481 ,  454 ,  449 ,  446 ,  563 ,  493 ,583
"$30,000 to $34,999",,,,  694 ,  524 ,  561 ,  483 ,  443 ,  409 ,  500 ,370
"$35,000 to $39,999",,,,  596 ,  514 ,  372 ,  389 ,  436 ,  453 ,  428 ,440
"$40,000 to $44,999",,,,  455 ,  504 ,  301 ,  373 ,  383 ,  399 ,  359 ,460
"$45,000 to $49,999",,,,  363 ,  558 ,  304 ,  318 ,  276 ,  302 ,  252 ,185
"$50,000 to $59,999",,,,  549 ,  678 ,  458 ,  488 ,  471 ,  503 ,  574 ,562
"$60,000 to $74,999",,,,  361 ,  829 ,  868 ,  815 ,  776 ,  656 ,  575 ,586
"$75,000 to $99,999",,,,  201 ,  651 ,  664 ,  697 ,  749 ,  904 ,  948 ,934
"$100,000 to $124,999",,,,  49 ,  239 ,  445 ,  471 ,  486 ,  435 ,  447 ,497
"$125,000 to $149,999",,,,  10 ,  60 ,  285 ,  156 ,  204 ,  227 ,  223 ,224
"$150,000 to $199,999",,,,  8 ,  49 ,  198 ,  245 ,  241 ,  152 ,  125 ,148
"$200,000 or more",,,,,  67 ,  81 ,  66 ,  60 ,  101 ,  124 ,121
Median household income,East Side,"$64,180","$68,438","$52,907","$58,669","$45,462","$45,510","$45,335","$44,947","$43,844","$43,065"
,,,,,,,,,,,
53. West Pullman,,,,,,,,,,,
Total,,"  12,184 ","  11,732 ","  10,718 ","  10,688 ","  9,375 ","  9,278 ","  9,154 ","  9,054 ","  9,184 ","9,133"
"Less than $10,000",,,,"  1,793 ","  1,628 ","  1,166 ","  1,290 ","  1,392 ","  1,345 ","  1,271 ","1,168"
"$10,000 to $14,999",,,,  585 ,  588 ,  723 ,  508 ,  606 ,  613 ,  622 ,540
"$15,000 to $19,999",,,,"  1,033 ",  444 ,  709 ,  851 ,  894 ,  912 ,  902 ,849
"$20,000 to $24,999",,,,  746 ,  718 ,  633 ,  770 ,  646 ,  685 ,  789 ,767
"$25,000 to $29,999",,,,  882 ,  648 ,  507 ,  514 ,  479 ,  475 ,  424 ,415
"$30,000 to $34,999",,,,  958 ,  600 ,  542 ,  636 ,  676 ,  639 ,  548 ,526
"$35,000 to $39,999",,,,  906 ,  640 ,  426 ,  484 ,  399 ,  372 ,  445 ,481
"$40,000 to $44,999",,,,  635 ,  726 ,  461 ,  467 ,  415 ,  393 ,  467 ,525
"$45,000 to $49,999",,,,  604 ,  643 ,  308 ,  344 ,  320 ,  304 ,  359 ,279
"$50,000 to $59,999",,,,"  1,164 ",  888 ,  790 ,  692 ,  731 ,  720 ,  646 ,678
"$60,000 to $74,999",,,,  787 ,"  1,023 ","  1,074 ",  848 ,  838 ,  797 ,  805 ,848
"$75,000 to $99,999",,,,  477 ,"  1,172 ",  993 ,  982 ,  935 ,  918 ,  860 ,907
"$100,000 to $124,999",,,,  72 ,  559 ,  532 ,  465 ,  383 ,  394 ,  506 ,457
"$125,000 to $149,999",,,,  58 ,  155 ,  192 ,  180 ,  196 ,  202 ,  225 ,309
"$150,000 to $199,999",,,,  18 ,  130 ,  197 ,  138 ,  130 ,  173 ,  225 ,290
"$200,000 or more",,,,,  126 ,  122 ,  109 ,  114 ,  112 ,  90 ,94
Median household income,West Pullman,"$62,785","$63,516","$60,743","$59,783","$42,600","$37,651","$35,363","$35,038","$36,247","$37,993"
,,,,,,,,,,,
54. Riverdale,,,,,,,,,,,
Total,,"  3,377 ","  3,393 ","  3,133 ","  2,876 ","  2,322 ","  2,293 ","  2,316 ","  2,294 ","  2,409 ","2,428"
"Less than $10,000",,,,"  1,993 ","  1,175 ",  743 ,  720 ,  733 ,  802 ,  913 ,"1,018"
"$10,000 to $14,999",,,,  208 ,  372 ,  497 ,  532 ,  484 ,  356 ,  340 ,293
"$15,000 to $19,999",,,,  199 ,  248 ,  141 ,  186 ,  173 ,  225 ,  228 ,209
"$20,000 to $24,999",,,,  158 ,  204 ,  189 ,  205 ,  155 ,  160 ,  157 ,156
"$25,000 to $29,999",,,,  102 ,  169 ,  87 ,  130 ,  214 ,  268 ,  261 ,208
"$30,000 to $34,999",,,,  80 ,  129 ,  116 ,  87 ,  109 ,  126 ,  61 ,94
"$35,000 to $39,999",,,,  110 ,  81 ,  143 ,  82 ,  79 ,  67 ,  95 ,45
"$40,000 to $44,999",,,,  61 ,  120 ,  55 ,  43 ,  63 ,  38 ,  90 ,100
"$45,000 to $49,999",,,,  93 ,  86 ,  60 ,  35 ,  28 ,  35 ,  41 ,61
"$50,000 to $59,999",,,,  85 ,  127 ,  121 ,  105 ,  102 ,  61 ,  58 ,68
"$60,000 to $74,999",,,,  33 ,  80 ,  63 ,  70 ,  69 ,  49 ,  56 ,50
"$75,000 to $99,999",,,,  11 ,  40 ,  107 ,  98 ,  92 ,  91 ,  61 ,46
"$100,000 to $124,999",,,, - ,  22 , - , - ,  15 ,  16 ,  40 ,63
"$125,000 to $149,999",,,, - ,  13 , - , - , - , - , - ,-
"$150,000 to $199,999",,,, - ,  5 , - , - , - , - , - ,-
"$200,000 or more",,,,,  5 , - , - , - , - ,  8 ,17
Median household income,Riverdale,"$33,565","$29,032","$12,266","$19,463","$14,901","$15,075","$15,148","$15,482","$14,412","$14,361"
,,,,,,,,,,,
55. Hegewisch,,,,,,,,,,,
Total,,"  3,314 ","  4,157 ","  3,860 ","  3,809 ","  3,694 ","  3,601 ","  3,549 ","  3,539 ","  3,575 ","3,499"
"Less than $10,000",,,,  547 ,  257 ,  346 ,  374 ,  355 ,  355 ,  377 ,204
"$10,000 to $14,999",,,,  420 ,  247 ,  236 ,  244 ,  201 ,  255 ,  234 ,331
"$15,000 to $19,999",,,,  335 ,  302 ,  157 ,  162 ,  231 ,  179 ,  243 ,217
"$20,000 to $24,999",,,,  272 ,  247 ,  246 ,  169 ,  158 ,  159 ,  74 ,68
"$25,000 to $29,999",,,,  270 ,  202 ,  252 ,  293 ,  243 ,  272 ,  226 ,196
"$30,000 to $34,999",,,,  312 ,  271 ,  257 ,  152 ,  142 ,  150 ,  127 ,177
"$35,000 to $39,999",,,,  306 ,  230 ,  197 ,  195 ,  183 ,  87 ,  87 ,145
"$40,000 to $44,999",,,,  348 ,  197 ,  151 ,  145 ,  175 ,  184 ,  155 ,151
"$45,000 to $49,999",,,,  195 ,  209 ,  169 ,  107 ,  88 ,  122 ,  64 ,120
"$50,000 to $59,999",,,,  241 ,  376 ,  194 ,  251 ,  253 ,  221 ,  239 ,255
"$60,000 to $74,999",,,,  294 ,  488 ,  325 ,  360 ,  358 ,  289 ,  323 ,391
"$75,000 to $99,999",,,,  246 ,  416 ,  518 ,  505 ,  478 ,  486 ,  557 ,424
"$100,000 to $124,999",,,,  52 ,  237 ,  260 ,  276 ,  296 ,  453 ,  478 ,434
"$125,000 to $149,999",,,,  22 ,  52 ,  89 ,  111 ,  96 ,  37 ,  60 ,118
"$150,000 to $199,999",,,, - ,  60 ,  212 ,  214 ,  260 ,  259 ,  284 ,179
"$200,000 or more",,,,,  18 ,  85 ,  43 ,  32 ,  31 ,  47 ,89
Median household income,Hegewisch,"$63,711","$69,099","$59,984","$64,490","$48,360","$50,704","$51,859","$52,157","$59,622","$55,102"
,,,,,,,,,,,
56. Garfield Ridge,,,,,,,,,,,
Total,,"  12,212 ","  12,624 ","  12,367 ","  12,915 ","  11,952 ","  11,874 ","  11,942 ","  12,038 ","  12,033 ","12,179"
"Less than $10,000",,,,"  1,734 ","  1,155 ",  502 ,  496 ,  491 ,  458 ,  391 ,404
"$10,000 to $14,999",,,,"  1,065 ",  834 ,  577 ,  555 ,  545 ,  567 ,  592 ,459
"$15,000 to $19,999",,,,  892 ,  923 ,  692 ,  614 ,  597 ,  571 ,  500 ,470
"$20,000 to $24,999",,,,  978 ,  742 ,  443 ,  449 ,  552 ,  552 ,  598 ,523
"$25,000 to $29,999",,,,  922 ,  758 ,  581 ,  683 ,  749 ,  681 ,  589 ,497
"$30,000 to $34,999",,,,  974 ,  568 ,  693 ,  640 ,  635 ,  691 ,  600 ,634
"$35,000 to $39,999",,,,"  1,026 ",  736 ,  334 ,  347 ,  424 ,  494 ,  462 ,414
"$40,000 to $44,999",,,,  885 ,  683 ,  534 ,  460 ,  484 ,  547 ,  563 ,597
"$45,000 to $49,999",,,,  783 ,  612 ,  521 ,  375 ,  297 ,  452 ,  492 ,415
"$50,000 to $59,999",,,,  998 ,"  1,263 ","  1,046 ","  1,038 ","  1,025 ",  939 ,  954 ,936
"$60,000 to $74,999",,,,"  1,262 ","  1,304 ","  1,274 ","  1,438 ","  1,267 ","  1,198 ","  1,323 ","1,359"
"$75,000 to $99,999",,,,  570 ,"  1,680 ","  1,863 ","  1,874 ","  1,565 ","  1,545 ","  1,408 ","1,517"
"$100,000 to $124,999",,,,  182 ,  994 ,"  1,106 ","  1,093 ","  1,227 ","  1,316 ","  1,334 ","1,448"
"$125,000 to $149,999",,,,  58 ,  408 ,  745 ,  752 ,  865 ,  820 ,  855 ,787
"$150,000 to $199,999",,,,  38 ,  173 ,  810 ,  779 ,  849 ,  812 ,  921 ,"1,158"
"$200,000 or more",,,,,  82 ,  231 ,  281 ,  370 ,  395 ,  451 ,561
Median household income,Garfield Ridge,"$71,224","$70,194","$62,962","$67,106","$64,823","$65,893","$64,081","$62,980","$64,159","$67,340"
,,,,,,,,,,,
57. Archer Heights,,,,,,,,,,,
Total,,"  3,759 ","  3,689 ","  3,596 ","  4,022 ","  3,740 ","  3,807 ","  3,924 ","  3,845 ","  3,912 ","3,900"
"Less than $10,000",,,,  399 ,  270 ,  198 ,  171 ,  210 ,  230 ,  257 ,197
"$10,000 to $14,999",,,,  302 ,  266 ,  125 ,  133 ,  140 ,  148 ,  154 ,156
"$15,000 to $19,999",,,,  374 ,  261 ,  154 ,  174 ,  201 ,  158 ,  213 ,188
"$20,000 to $24,999",,,,  261 ,  323 ,  279 ,  348 ,  321 ,  355 ,  323 ,340
"$25,000 to $29,999",,,,  317 ,  304 ,  390 ,  263 ,  281 ,  266 ,  198 ,253
"$30,000 to $34,999",,,,  400 ,  319 ,  211 ,  268 ,  316 ,  304 ,  315 ,279
"$35,000 to $39,999",,,,  218 ,  298 ,  368 ,  352 ,  390 ,  283 ,  256 ,256
"$40,000 to $44,999",,,,  285 ,  223 ,  275 ,  260 ,  234 ,  263 ,  243 ,218
"$45,000 to $49,999",,,,  211 ,  200 ,  146 ,  138 ,  167 ,  125 ,  139 ,194
"$50,000 to $59,999",,,,  326 ,  411 ,  299 ,  367 ,  372 ,  434 ,  406 ,381
"$60,000 to $74,999",,,,  249 ,  427 ,  516 ,  418 ,  397 ,  421 ,  382 ,389
"$75,000 to $99,999",,,,  191 ,  358 ,  358 ,  363 ,  348 ,  318 ,  384 ,385
"$100,000 to $124,999",,,,  36 ,  220 ,  133 ,  218 ,  247 ,  271 ,  332 ,339
"$125,000 to $149,999",,,,  17 ,  61 ,  146 ,  168 ,  173 ,  155 ,  162 ,182
"$150,000 to $199,999",,,,  10 ,  48 ,  115 ,  140 ,  111 ,  93 ,  118 ,97
"$200,000 or more",,,,,  33 ,  27 ,  26 ,  16 ,  21 ,  30 ,46
Median household income,Archer Heights,"$65,308","$62,264","$60,749","$58,236","$45,506","$46,066","$43,700","$44,893","$46,053","$46,512"
,,,,,,,,,,,
58. Brighton Park,,,,,,,,,,,
Total,,"  12,451 ","  12,214 ","  11,592 ","  12,461 ","  11,572 ","  11,720 ","  11,984 ","  12,030 ","  12,185 ","12,314"
"Less than $10,000",,,,"  1,786 ","  1,134 ",  837 ,  872 ,  919 ,  894 ,  837 ,815
"$10,000 to $14,999",,,,"  1,090 ","  1,023 ",  754 ,  730 ,  814 ,  744 ,  803 ,824
"$15,000 to $19,999",,,,"  1,363 ",  982 ,  806 ,  844 ,  875 ,  915 ,  912 ,876
"$20,000 to $24,999",,,,"  1,368 ","  1,093 ","  1,050 ","  1,010 ",  970 ,  987 ,  903 ,870
"$25,000 to $29,999",,,,"  1,053 ",  795 ,"  1,093 ","  1,237 ","  1,383 ","  1,302 ","  1,103 ","1,049"
"$30,000 to $34,999",,,,"  1,032 ",  963 ,  804 ,  886 ,  901 ,  981 ,  830 ,804
"$35,000 to $39,999",,,,  884 ,  872 ,  852 ,  926 ,  862 ,  891 ,  959 ,823
"$40,000 to $44,999",,,,  693 ,  760 ,  766 ,  877 ,  922 ,  939 ,  890 ,935
"$45,000 to $49,999",,,,  514 ,  811 ,  569 ,  683 ,  673 ,  613 ,  547 ,737
"$50,000 to $59,999",,,,  774 ,"  1,249 ",  996 ,  889 ,  889 ,  950 ,"  1,091 ",944
"$60,000 to $74,999",,,,  579 ,"  1,186 ","  1,291 ","  1,033 ","  1,049 ","  1,015 ","  1,043 ","1,154"
"$75,000 to $99,999",,,,  364 ,  890 ,  880 ,  850 ,  888 ,  937 ,"  1,062 ","1,154"
"$100,000 to $124,999",,,,  44 ,  440 ,  413 ,  472 ,  444 ,  440 ,  535 ,552
"$125,000 to $149,999",,,,  35 ,  137 ,  271 ,  203 ,  217 ,  192 ,  284 ,306
"$150,000 to $199,999",,,,  13 ,  70 ,  133 ,  92 ,  89 ,  94 ,  191 ,283
"$200,000 or more",,,,,  56 ,  57 ,  116 ,  89 ,  136 ,  195 ,188
Median household income,Brighton Park,"$54,180","$50,024","$49,433","$53,531","$40,093","$38,406","$37,062","$37,324","$39,492","$40,453"
,,,,,,,,,,,
59. McKinley Park,,,,,,,,,,,
Total,,"  5,116 ","  4,810 ","  4,626 ","  5,094 ","  5,185 ","  5,142 ","  5,135 ","  5,166 ","  5,158 ","5,140"
"Less than $10,000",,,,  701 ,  461 ,  439 ,  484 ,  521 ,  486 ,  497 ,477
"$10,000 to $14,999",,,,  397 ,  373 ,  264 ,  326 ,  267 ,  328 ,  251 ,264
"$15,000 to $19,999",,,,  503 ,  315 ,  414 ,  347 ,  396 ,  342 ,  305 ,357
"$20,000 to $24,999",,,,  526 ,  425 ,  429 ,  384 ,  309 ,  279 ,  331 ,291
"$25,000 to $29,999",,,,  446 ,  507 ,  287 ,  279 ,  298 ,  259 ,  345 ,249
"$30,000 to $34,999",,,,  449 ,  391 ,  331 ,  401 ,  361 ,  407 ,  397 ,367
"$35,000 to $39,999",,,,  394 ,  334 ,  333 ,  271 ,  334 ,  322 ,  295 ,309
"$40,000 to $44,999",,,,  275 ,  351 ,  316 ,  244 ,  164 ,  209 ,  226 ,261
"$45,000 to $49,999",,,,  212 ,  292 ,  220 ,  264 ,  334 ,  383 ,  353 ,276
"$50,000 to $59,999",,,,  304 ,  471 ,  500 ,  533 ,  453 ,  493 ,  494 ,522
"$60,000 to $74,999",,,,  237 ,  485 ,  558 ,  559 ,  588 ,  551 ,  486 ,386
"$75,000 to $99,999",,,,  145 ,  384 ,  586 ,  486 ,  543 ,  497 ,  452 ,506
"$100,000 to $124,999",,,,  30 ,  156 ,  221 ,  220 ,  210 ,  251 ,  316 ,381
"$125,000 to $149,999",,,,  7 ,  81 ,  161 ,  162 ,  178 ,  161 ,  159 ,232
"$150,000 to $199,999",,,, - ,  28 ,  106 ,  160 ,  137 ,  150 ,  175 ,193
"$200,000 or more",,,,,  40 ,  20 ,  22 ,  42 ,  48 ,  76 ,69
Median household income,McKinley Park,"$55,082","$50,969","$51,001","$53,184","$44,344","$43,832","$44,028","$45,395","$44,470","$44,893"
,,,,,,,,,,,
60. Bridgeport,,,,,,,,,,,
Total,,"  11,543 ","  11,377 ","  10,791 ","  12,282 ","  12,140 ","  12,056 ","  12,149 ","  12,536 ","  12,557 ","12,751"
"Less than $10,000",,,,"  2,122 ","  1,611 ","  1,019 ","  1,117 ","  1,161 ","  1,121 ","  1,167 ","1,256"
"$10,000 to $14,999",,,,"  1,026 ",  922 ,  876 ,  838 ,  878 ,  904 ,  780 ,675
"$15,000 to $19,999",,,,"  1,231 ",  874 ,  906 ,  917 ,  794 ,  829 ,  773 ,748
"$20,000 to $24,999",,,,"  1,003 ",  853 ,  878 ,  831 ,  790 ,  878 ,  892 ,770
"$25,000 to $29,999",,,,"  1,011 ",  827 ,  679 ,  630 ,  746 ,  735 ,  755 ,694
"$30,000 to $34,999",,,,  930 ,  968 ,  677 ,  785 ,  877 ,  874 ,  949 ,948
"$35,000 to $39,999",,,,  721 ,  717 ,  632 ,  661 ,  641 ,  562 ,  564 ,563
"$40,000 to $44,999",,,,  569 ,  519 ,  456 ,  482 ,  514 ,  593 ,  752 ,652
"$45,000 to $49,999",,,,  541 ,  605 ,  574 ,  585 ,  549 ,  443 ,  442 ,493
"$50,000 to $59,999",,,,  650 ,"  1,036 ",  950 ,  973 ,  897 ,  869 ,  865 ,935
"$60,000 to $74,999",,,,  563 ,"  1,101 ","  1,274 ","  1,083 ","  1,133 ","  1,223 ","  1,238 ","1,152"
"$75,000 to $99,999",,,,  261 ,"  1,208 ","  1,433 ","  1,407 ","  1,435 ","  1,384 ","  1,276 ","1,369"
"$100,000 to $124,999",,,,  91 ,  530 ,  692 ,  672 ,  636 ,  828 ,  779 ,"1,001"
"$125,000 to $149,999",,,,  51 ,  249 ,  341 ,  410 ,  421 ,  476 ,  441 ,392
"$150,000 to $199,999",,,,  21 ,  127 ,  422 ,  383 ,  386 ,  481 ,  545 ,666
"$200,000 or more",,,,,  135 ,  331 ,  282 ,  291 ,  336 ,  339 ,437
Median household income,Bridgeport,"$50,389","$46,267","$48,015","$52,482","$47,538","$44,842","$43,338","$44,579","$43,564","$45,651"
,,,,,,,,,,,
61. New City,,,,,,,,,,,
Total,,"  19,286 ","  17,100 ","  14,272 ","  13,977 ","  11,621 ","  11,394 ","  11,533 ","  11,736 ","  11,978 ","12,139"
"Less than $10,000",,,,"  4,132 ","  3,093 ","  1,381 ","  1,315 ","  1,422 ","  1,457 ","  1,350 ","1,315"
"$10,000 to $14,999",,,,"  1,491 ","  1,246 ",  897 ,  814 ,  836 ,  823 ,  911 ,851
"$15,000 to $19,999",,,,"  1,618 ","  1,322 ",  898 ,"  1,085 ","  1,183 ","  1,306 ","  1,252 ","1,147"
"$20,000 to $24,999",,,,"  1,366 ","  1,177 ","  1,016 ","  1,019 ","  1,148 ","  1,067 ","  1,291 ","1,305"
"$25,000 to $29,999",,,,"  1,080 ","  1,007 ",  982 ,"  1,009 ","  1,040 ","  1,124 ","  1,071 ","1,003"
"$30,000 to $34,999",,,,"  1,003 ",  813 ,"  1,019 ",  958 ,  843 ,  981 ,  854 ,770
"$35,000 to $39,999",,,,  820 ,  779 ,  714 ,  738 ,  775 ,  682 ,  764 ,879
"$40,000 to $44,999",,,,  699 ,  679 ,  506 ,  526 ,  604 ,  682 ,  667 ,739
"$45,000 to $49,999",,,,  615 ,  592 ,  587 ,  517 ,  357 ,  319 ,  379 ,503
"$50,000 to $59,999",,,,  632 ,  908 ,  835 ,  832 ,  842 ,  779 ,  836 ,831
"$60,000 to $74,999",,,,  525 ,"  1,021 ",  990 ,  904 ,  827 ,  807 ,  943 ,"1,103"
"$75,000 to $99,999",,,,  229 ,  687 ,  992 ,  850 ,  879 ,  922 ,  889 ,861
"$100,000 to $124,999",,,,  36 ,  370 ,  402 ,  411 ,  371 ,  379 ,  350 ,350
"$125,000 to $149,999",,,,  17 ,  92 ,  147 ,  156 ,  130 ,  148 ,  220 ,215
"$150,000 to $199,999",,,,  9 ,  55 ,  192 ,  199 ,  232 ,  199 ,  138 ,199
"$200,000 or more",,,,,  136 ,  63 ,  61 ,  44 ,  61 ,  63 ,68
Median household income,New City,"$49,825","$40,516","$37,641","$37,879","$35,281","$33,980","$31,916","$31,551","$31,349","$32,740"
,,,,,,,,,,,
62. West Elsdon,,,,,,,,,,,
Total,,"  4,560 ","  4,833 ","  4,889 ","  5,095 ","  5,027 ","  5,076 ","  5,081 ","  5,082 ","  5,120 ","5,137"
"Less than $10,000",,,,  536 ,  344 ,  285 ,  255 ,  283 ,  298 ,  265 ,176
"$10,000 to $14,999",,,,  395 ,  348 ,  163 ,  204 ,  224 ,  280 ,  199 ,161
"$15,000 to $19,999",,,,  464 ,  250 ,  285 ,  265 ,  222 ,  181 ,  206 ,201
"$20,000 to $24,999",,,,  470 ,  399 ,  295 ,  357 ,  378 ,  422 ,  316 ,316
"$25,000 to $29,999",,,,  476 ,  228 ,  296 ,  223 ,  187 ,  196 ,  286 ,303
"$30,000 to $34,999",,,,  477 ,  301 ,  477 ,  472 ,  430 ,  292 ,  230 ,235
"$35,000 to $39,999",,,,  381 ,  341 ,  300 ,  366 ,  481 ,  505 ,  466 ,389
"$40,000 to $44,999",,,,  442 ,  322 ,  324 ,  324 ,  343 ,  383 ,  272 ,253
"$45,000 to $49,999",,,,  218 ,  214 ,  284 ,  344 ,  335 ,  261 ,  282 ,292
"$50,000 to $59,999",,,,  388 ,  599 ,  484 ,  390 ,  380 ,  481 ,  472 ,497
"$60,000 to $74,999",,,,  347 ,  712 ,  472 ,  488 ,  516 ,  511 ,  639 ,674
"$75,000 to $99,999",,,,  215 ,  653 ,  780 ,  706 ,  602 ,  565 ,  605 ,586
"$100,000 to $124,999",,,,  60 ,  234 ,  413 ,  473 ,  463 ,  372 ,  408 ,427
"$125,000 to $149,999",,,, - ,  102 ,  93 ,  158 ,  167 ,  243 ,  359 ,427
"$150,000 to $199,999",,,,  20 ,  39 ,  47 ,  23 ,  45 ,  62 ,  63 ,129
"$200,000 or more",,,,,  9 ,  29 ,  28 ,  25 ,  30 ,  52 ,71
Median household income,West Elsdon,"$68,078","$64,334","$59,246","$66,919","$49,761","$48,527","$46,630","$46,460","$51,941","$54,411"
,,,,,,,,,,,
63. Gage Park,,,,,,,,,,,
Total,,"  9,418 ","  9,340 ","  8,893 ","  9,709 ","  9,405 ","  9,393 ","  9,451 ","  9,742 ","  9,720 ","9,672"
"Less than $10,000",,,,"  1,311 ","  1,117 ",  689 ,  713 ,  717 ,  693 ,  606 ,522
"$10,000 to $14,999",,,,  722 ,  684 ,  519 ,  503 ,  494 ,  577 ,  527 ,481
"$15,000 to $19,999",,,,  803 ,  691 ,  665 ,  766 ,  848 ,  796 ,  772 ,643
"$20,000 to $24,999",,,,  928 ,  727 ,  804 ,  595 ,  713 ,  799 ,  793 ,881
"$25,000 to $29,999",,,,  720 ,  733 ,  886 ,  962 ,  802 ,  788 ,  796 ,653
"$30,000 to $34,999",,,,  849 ,  676 ,  766 ,  852 ,  758 ,  748 ,  672 ,791
"$35,000 to $39,999",,,,  660 ,  702 ,  573 ,  658 ,  669 ,  656 ,  667 ,763
"$40,000 to $44,999",,,,  640 ,  548 ,  487 ,  469 ,  532 ,  544 ,  692 ,448
"$45,000 to $49,999",,,,  555 ,  648 ,  518 ,  647 ,  594 ,  680 ,  624 ,632
"$50,000 to $59,999",,,,  847 ,  946 ,  842 ,  724 ,  775 ,  824 ,  905 ,833
"$60,000 to $74,999",,,,  444 ,  829 ,"  1,063 ",  974 ,  961 ,"  1,020 ",  931 ,981
"$75,000 to $99,999",,,,  282 ,  879 ,  827 ,  888 ,  929 ,  933 ,  983 ,"1,060"
"$100,000 to $124,999",,,,  66 ,  298 ,  461 ,  383 ,  359 ,  347 ,  358 ,427
"$125,000 to $149,999",,,,  33 ,  102 ,  159 ,  137 ,  191 ,  207 ,  248 ,361
"$150,000 to $199,999",,,,  33 ,  77 ,  114 ,  87 ,  89 ,  98 ,  120 ,153
"$200,000 or more",,,,,  52 ,  32 ,  35 ,  20 ,  32 ,  26 ,43
